the_geom,GEOID20,COUNCIL_DI,Total Population 2020,Total Hispanic Pop 2020,Total NH White 2020,Total NH Black 2020,Total NH AM Indian AK Native 2020,Total NH Asian 2020,Total NH Native Hawaiian 2020,Total NH Other Races 2020,Total NH Two or More Races 2020,Total Housing Units 2020,Occupied Housing Units 2020,Vacant Housing Units 2020,GEOID20_1,Total City Sponsored Affordable Units,Total Citywide Affordable Units,TRACTCE10,GEOID10,NAME10,GeoIDNum,GEOID_1,GEOID1,NAME_1,GENTRIFICATION Typology,VULNERABLE Pop,DEMOGRAPHIC Change,HOUSING_MARKET,DISPLACEMENT RISK,DESCRIPTION,FIPS,Geographic,Total_Population_2019,White (Not Hispanic)_2019,POC%_2019,White (Not Hispanic)%_2019,Population 25 and older_2019,Education: Less than HS_2019,Education: HS Graduate_2019,Education: Some College_2019,Education: Bachelors_2019,Percent without Bachelors_2019,Percent with Bachelors_2019,Pop under 18 for whom poverty is determined_2019,Population below poverty_2019,Percent Child Poverty_2019,Occupied Housing Units_2019,Owner Occupied Housing Units_2019,Renter Occupied Housing Units_2019,Percent Renter Occupied Units_2019,Percent Owner Occupied Units_2019,Sum of Lowmoduniverse_2019,Sum of Lowmod_2019,Percent Lowmod_2019,Median Family Income_2019,Median Home Value_2019,Median Gross Rent_2019,Quadrant_2019,Percent severely rent burdened_2019
"MULTIPOLYGON (((-97.67983361174656 30.29537722346076, -97.68016061131091 30.295805224116584, -97.680286611233 30.296118223528893, -97.68031261196836 30.296559223779788, -97.68036161188576 30.29734722428742, -97.68026561263251 30.297642222984873, -97.67963061168336 30.297293223234217, -97.6795436125273 30.297154223319367, -97.67936861164877 30.295789222756472, -97.679494611064 30.295574223408533, -97.67983361174656 30.29537722346076)))",484530021072003,1,57,17,14,11,0,5,0,2,8,18,18,0,484530021072003,0,0,002107,48453002107,21.07,48453002107,48453002107,48453002107,MLK North,Dynamic,YES,YES,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002107,14000US48453002107,4988,1656,0.75,0.331996792302,3517,658,913,738,1208,0.66,0.34,1147,149,0.13,1594,895,699,0.44,0.56,4155,3150,0.76,61932,280900,1070,Northeast,0.27
"MULTIPOLYGON (((-97.75011862316003 30.169179196650457, -97.7496126236884 30.16889419578854, -97.74943762332823 30.168851196149667, -97.7490126227035 30.168601195268906, -97.74877862242998 30.16848119582004, -97.74860562239732 30.16840619537956, -97.74842062254527 30.16837419576996, -97.74854062328258 30.168102196197523, -97.75072662265487 30.167588195625378, -97.75106262266993 30.16902519654213, -97.75104062257678 30.169296195964193, -97.75091262337187 30.169596195522747, -97.75011862316003 30.169179196650457)))",484530024302004,2,0,0,0,0,0,0,0,0,0,0,0,0,484530024302004,0,0,002430,48453002430,24.30,48453002430,48453002430,48453002430,Yarabee Bend,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002430,14000US48453002430,2593,522,0.00,0.201311222522,1604,266,655,404,279,0.83,0.17,689,105,0.15,781,530,251,0.32,0.68,3480,2625,0.75,53889,104200,1186,Southeast,0.24
"MULTIPOLYGON (((-97.71763062045612 30.265942216643836, -97.71798061999498 30.265190215794497, -97.71930162028261 30.265640215554146, -97.71895462037965 30.26640921629033, -97.71763062045612 30.265942216643836)))",484530008041026,1,44,9,26,3,0,0,0,2,4,20,15,5,484530008041026,0,0,000804,48453000804,8.04,48453000804,48453000804,48453000804,Foster Heights,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453000804,14000US48453000804,2658,821,0.41,0.308878856283,1920,454,356,311,799,0.58,0.42,516,289,0.56,1025,440,585,0.57,0.43,2300,1465,0.64,54279,456700,504,East,0.18
"MULTIPOLYGON (((-97.74518262623084 30.26165621469291, -97.74551062621713 30.260834214419177, -97.74614862581785 30.259117213568153, -97.74843362655143 30.258643213822296, -97.74928362691192 30.259763214273974, -97.74824362741892 30.262206213637764, -97.7481406266289 30.262019214352744, -97.74793762641839 30.26193121501675, -97.7475306269101 30.261562213515287, -97.74732262645422 30.261092214839152, -97.74651062705995 30.260740214687427, -97.74670162651353 30.261378213944123, -97.74518262623084 30.26165621469291)))",484530013111003,9,623,62,475,14,0,51,0,0,21,496,472,24,484530013111003,0,0,001305,48453001305,13.05,48453001305,48453001305,48453001305,Bouldin Creek,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001305,14000US48453001305,5644,3944,0.24,0.698795180723,4645,110,453,711,3371,0.27,0.73,703,205,0.29,2970,1321,1649,0.56,0.44,5730,2695,0.47,123214,600900,1494,South,0.19
"MULTIPOLYGON (((-97.68654461667934 30.357401235305392, -97.68648161685242 30.357368235318855, -97.68443361602877 30.355974235200545, -97.68437561595495 30.355937235300786, -97.68442161575848 30.355878234631675, -97.68443661634403 30.355861234550847, -97.68447061609396 30.35582223489826, -97.68454761554428 30.3557322351211, -97.68459761541999 30.35567423560965, -97.68520361541458 30.354972235177176, -97.68527661602883 30.35488723449549, -97.68576561605792 30.35435923455793, -97.68588461537935 30.35423223460438, -97.68594661566031 30.354166234796484, -97.68598261613106 30.35411923427023, -97.68603461638757 30.354042234002904, -97.68607761664867 30.353967234346527, -97.68611961595211 30.353868234792525, -97.68614461565224 30.353804235046265, -97.6861606153991 30.353713234192924, -97.68617761606586 30.353590234779727, -97.68619361678081 30.353491234553843, -97.6862196161599 30.35339823384145, -97.6862446160636 30.353317234590673, -97.68629261560076 30.353220233940284, -97.68636961642488 30.35309023442997, -97.68674361546734 30.35252423418678, -97.68751161656382 30.351301233853388, -97.68788461665751 30.350707233349866, -97.6887736166618 30.34929623396933, -97.69069061697672 30.350188233854226, -97.69227761819928 30.350943233976324, -97.69022961760527 30.35415623408026, -97.6895836169051 30.355094234433803, -97.68850961655265 30.356481234432003, -97.68827661730049 30.356781235148944, -97.6881446173068 30.35697423552869, -97.68775861607514 30.35753823477386, -97.68758761632562 30.3577892348862, -97.68758161638638 30.35779823573753, -97.68754061697497 30.357858235819336, -97.6874756167737 30.357822234434312, -97.68663861701026 30.357452234561833, -97.68654461667934 30.357401235305392)))",484530403004003,4,1048,909,67,53,0,11,0,4,4,430,430,0,484530403004003,0,0,001813,48453001813,18.13,48453001813,48453001813,48453001813,Heritage Hills,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001813,14000US48453001813,7466,1020,0.94,0.136619341013,4335,1423,1296,963,653,0.85,0.15,2496,1053,0.42,2371,790,1581,0.67,0.33,7425,5755,0.78,40860,184800,1110,North,0.32
"MULTIPOLYGON (((-97.71748862425805 30.356258234041576, -97.71798062443771 30.355523233572075, -97.71946462482074 30.356227233519697, -97.71931262408582 30.357126233990048, -97.71748862425805 30.356258234041576)))",484530405002012,7,50,5,30,5,0,0,0,9,1,17,17,0,484530405002012,0,0,001818,48453001818,18.18,48453001818,48453001818,48453001818,Wooten,Stable,YES,NO,Appreciated,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001818,14000US48453001818,6714,2172,0.40,0.323503127793,4246,858,1357,602,1429,0.66,0.34,2028,947,0.47,2134,960,1174,0.55,0.45,5735,3910,0.68,48047,346400,1136,North,0.37
"MULTIPOLYGON (((-97.69090761659795 30.34581223281887, -97.69181532019941 30.344323380172053, -97.69220338712363 30.344053589015214, -97.69310115674861 30.34350907512706, -97.69384845744004 30.343116301169268, -97.6937746178533 30.343195232472066, -97.69333161803817 30.343510232283943, -97.69281761723317 30.344415232454413, -97.6920616176211 30.34559923206008, -97.69194861711928 30.345896232834416, -97.69155161747841 30.346177233424896, -97.69090761659795 30.34581223281887)))",484530403003009,4,103,20,49,17,0,16,0,0,1,42,36,6,484530403003009,0,0,001813,48453001813,18.13,48453001813,48453001813,48453001813,Heritage Hills,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001813,14000US48453001813,7466,1020,0.52,0.136619341013,4335,1423,1296,963,653,0.85,0.15,2496,1053,0.42,2371,790,1581,0.67,0.33,7425,5755,0.78,40860,184800,1110,North,0.32
"MULTIPOLYGON (((-97.76896763151267 30.23832420870433, -97.7697476308455 30.238634209038, -97.76933663084964 30.239437208702835, -97.76897063086462 30.2401122086918, -97.76816663070151 30.239719210052154, -97.76852263066031 30.239011209496574, -97.76896763151267 30.23832420870433)))",484530013073004,3,56,19,8,19,0,1,0,0,9,24,24,0,484530013073004,0,0,001307,48453001307,13.07,48453001307,48453001307,48453001307,Galindo,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453001307,14000US48453001307,3726,2007,0.86,0.538647342995,2883,133,327,545,1878,0.35,0.65,582,315,0.54,1915,787,1128,0.59,0.41,3690,2025,0.55,84574,464700,1166,South,0.17
"MULTIPOLYGON (((-97.67519661097354 30.311220226078483, -97.67528961126736 30.310586226724404, -97.6751396104769 30.30998922656283, -97.6756296113394 30.309881226772497, -97.67603261220724 30.30962522635114, -97.6764266107586 30.31022822676457, -97.6763706110958 30.31109322725895, -97.67601561075777 30.3116352269537, -97.67519661097354 30.311220226078483)))",484530021123007,1,31,11,14,3,0,0,0,0,3,14,9,5,484530021123007,0,0,002112,48453002112,21.12,48453002112,48453002112,48453002112,University Hills West,Stable,YES,NO,Appreciated,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002112,14000US48453002112,5426,1720,0.55,0.316992259491,3519,859,993,481,1186,0.66,0.34,1679,1012,0.60,1891,658,1233,0.65,0.35,5310,3880,0.73,40842,321200,1084,Northeast,0.46
"MULTIPOLYGON (((-97.71746761983563 30.26148021523592, -97.71519961812825 30.26117221470235, -97.71603361896088 30.26065321489256, -97.71619861891969 30.260562215387928, -97.71630661869492 30.260546215715436, -97.71822561981959 30.261212215262525, -97.71804361881999 30.261577215916116, -97.71746761983563 30.26148021523592)))",484530009022011,3,0,0,0,0,0,0,0,0,0,0,0,0,484530009022011,0,0,000902,48453000902,9.02,48453000902,48453000902,48453000902,East Austin,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453000902,14000US48453000902,5581,2055,0.00,0.368213581795,4495,785,962,703,2045,0.55,0.45,833,384,0.46,2746,900,1846,0.67,0.33,4995,3655,0.73,51626,348600,1215,East,0.17
"MULTIPOLYGON (((-97.6749136117127 30.315956226988984, -97.67614561208194 30.31522522736179, -97.67643961182712 30.315095226708955, -97.67650761112685 30.31507622652274, -97.67659261173416 30.315056226916525, -97.67669361182874 30.31504422705256, -97.6767926119048 30.315034227696373, -97.67693861197185 30.31502722708865, -97.67717361156231 30.315017226569054, -97.67746061134955 30.315002227393318, -97.67767261221142 30.3153362276803, -97.67773761196979 30.31540822691272, -97.67781261222936 30.315460227704264, -97.67787761198524 30.315491227393252, -97.67798361207014 30.315518227958513, -97.67810361170343 30.315525227114446, -97.67874761195672 30.315456227153454, -97.67911161306291 30.31540522749541, -97.67932661245064 30.31537122673602, -97.67947461267144 30.315371227223345, -97.67961161219255 30.315398227509643, -97.67974161248169 30.315422227709934, -97.67986461279801 30.315456227172497, -97.68001561195318 30.3155012273417, -97.68013261281396 30.315511226929335, -97.68023861259651 30.31550122720893, -97.68033761279146 30.31547722776939, -97.68044761242328 30.3154192277146, -97.68053961198535 30.3153302264135, -97.68093261221716 30.31476022715847, -97.68108661233053 30.3148942270662, -97.68121561276374 30.31502622700717, -97.68131661278349 30.315149227669806, -97.68137561353295 30.315236227087993, -97.68144061299814 30.315350227237822, -97.68149461308161 30.31547322730725, -97.68153461257683 30.3156042267783, -97.68157161336919 30.315738226801223, -97.68159661296451 30.315886227664162, -97.68159361286058 30.316072226856562, -97.68158361282939 30.3162302273364, -97.681554612942 30.316359227410146, -97.68151261355973 30.316475228138778, -97.68145561370756 30.316599227445952, -97.6813856126114 30.316735227110758, -97.68130961355897 30.316863227800845, -97.68113561309436 30.31711422779424, -97.6809726122281 30.317051227737856, -97.68071061330768 30.316972227713038, -97.6803296126455 30.31685922711308, -97.68016861293279 30.316814227023013, -97.68005761253778 30.316784227346783, -97.67994161306589 30.316762227260135, -97.67986461289318 30.31675522746689, -97.67973861344917 30.316755227194026, -97.67963761242383 30.316757227751534, -97.67951561246461 30.316772226901318, -97.67924161284704 30.316812227199776, -97.67857061202723 30.316918227658544, -97.67836061227536 30.31695322771658, -97.67822461200923 30.316962228290542, -97.67807661234313 30.3169602277027, -97.67793761244674 30.31694522812866, -97.67775761156666 30.3169062282112, -97.67758861226234 30.316866227844343, -97.67748561189208 30.316851227302795, -97.67735161226723 30.316846227727723, -97.67723061154445 30.316854227787708, -97.67710461266667 30.316876227104153, -97.67692861200615 30.316938227572937, -97.67591261152879 30.317324227275716, -97.67544661148163 30.316599227518573, -97.67527661169822 30.31637222773559, -97.6749136117127 30.315956226988984)))",484530021132004,1,149,22,114,13,0,0,0,0,0,58,57,1,484530021132004,0,0,002113,48453002113,21.13,48453002113,48453002113,48453002113,University Hills East,Continued Loss,NO,NO,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453002113,14000US48453002113,3703,1799,0.23,0.485822306238,2877,315,368,758,1436,0.50,0.50,677,133,0.20,1408,887,521,0.37,0.63,3605,2195,0.61,74107,316600,1365,Northeast,0.20
"MULTIPOLYGON (((-97.65777760294489 30.218396209288205, -97.65784360187531 30.218396209333495, -97.65815460261646 30.218380208773322, -97.65839060243358 30.218356208929173, -97.65848660274915 30.218349208592546, -97.65867860211269 30.218306209624338, -97.65888860264367 30.21821820871687, -97.65927160248559 30.218038208280905, -97.6601256032076 30.21762220917444, -97.66044860291306 30.2174162085231, -97.66150560399174 30.21647020877516, -97.66187960301653 30.216150208708438, -97.66211360353046 30.215941208684434, -97.66257560336147 30.21555920798197, -97.66263560409145 30.21550220789021, -97.6628266033027 30.215612208473864, -97.66348060360204 30.21595920837391, -97.66381460386911 30.216133208486802, -97.66440260354982 30.216439208111233, -97.66597260427206 30.217243208104176, -97.6670256043962 30.217757208720087, -97.66806160469598 30.218174208346486, -97.66879460533833 30.218559209195778, -97.6689276053604 30.21862920878995, -97.66659060468682 30.22082520915597, -97.66609860439056 30.221289209408805, -97.66488560461858 30.22238321008505, -97.66474660412572 30.222497210086118, -97.66453560456632 30.222671209507233, -97.66413460501343 30.223002209752693, -97.66068560314339 30.219696208938622, -97.65799560253666 30.219507208826943, -97.65778560230154 30.218522208823586, -97.65777760294489 30.218396209288205)))",484530023101000,2,0,0,0,0,0,0,0,0,0,0,0,0,484530023101000,0,0,002310,48453002310,23.10,48453002310,48453002310,48453002310,,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002310,14000US48453002310,2890,314,0.00,0.108650519031,1573,562,534,369,108,0.93,0.07,1023,275,0.27,833,450,383,0.46,0.54,3455,2615,0.76,47643,52100,1032,Southeast,0.22
"MULTIPOLYGON (((-97.72958462299486 30.275259217094955, -97.7303516231834 30.27513921711528, -97.73040462389815 30.275418217552726, -97.73050862347725 30.275954218247684, -97.73046662290135 30.27606921800582, -97.72976962295921 30.27618421820537, -97.72958462299486 30.275259217094955)))",484530008033006,1,20,4,11,0,0,3,0,0,2,7,0,7,484530008033006,0,0,000803,48453000803,8.03,48453000803,48453000803,48453000803,Chestnut,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453000803,14000US48453000803,2941,1766,0.45,0.600476028562,2413,159,317,487,1450,0.40,0.60,243,28,0.12,1107,566,541,0.49,0.51,2220,1335,0.60,113875,466100,1543,East,0.14
"MULTIPOLYGON (((-97.71312261786231 30.25226621359446, -97.71339461851136 30.25151221409242, -97.71462161809607 30.251548213332686, -97.71495661867176 30.251668213937243, -97.71453961774976 30.252581213712006, -97.71420861766394 30.25242521355084, -97.71312261786231 30.25226621359446)))",484530010003025,3,24,9,14,0,0,0,0,0,1,16,16,0,484530010003025,0,0,001000,48453001000,10,48453001000,48453001000,48453001000,East Cesar Chavez -Holly,Continued Loss,NO,YES,Appreciated,Chronic Displacment,Vulnerable populations have been displaced; significant demographic change has occurred; housing market is high value and appreciated,48453001000,14000US48453001000,3533,1698,0.42,0.480611378432,3011,378,485,697,1451,0.52,0.48,392,0,0.00,1501,817,684,0.46,0.54,3640,2135,0.59,57269,440100,1302,East,0.22
"MULTIPOLYGON (((-97.76976062848084 30.180808197470018, -97.76976962829497 30.18074319789063, -97.76987762789065 30.17988119743664, -97.76983962773929 30.17871319713852, -97.77009110510295 30.1786767851011, -97.7701335150629 30.17867107703865, -97.77033384549448 30.178641636865986, -97.77072362866102 30.178585197003102, -97.77072512579001 30.178584980636778, -97.77073386425582 30.178583730785217, -97.77089002650652 30.178561394809464, -97.77091757320774 30.178557454406235, -97.7709499530534 30.17855282300521, -97.77111783525098 30.17852845920323, -97.77235732710214 30.178348886760006, -97.77252025301465 30.17832524761275, -97.77305230514693 30.178248183332457, -97.77316358301853 30.17823115583942, -97.77324242075422 30.178220768515903, -97.77323958141555 30.178098613981323, -97.77323564570118 30.17792932692355, -97.77318246902212 30.175582689172757, -97.77326070824724 30.17557066391745, -97.77452562967812 30.175386195739094, -97.77460962990803 30.175670196254945, -97.77463062925703 30.175795195988883, -97.77464162978305 30.176200196866002, -97.77466562944018 30.176604197026013, -97.77470262912092 30.176848196240005, -97.77473163052696 30.177000196571747, -97.77477063008554 30.177128196273262, -97.77489262978152 30.177407196520214, -97.77493763014039 30.17748719671505, -97.77497862970834 30.177527197014864, -97.77503962991965 30.17756519681221, -97.77520462899463 30.177639196999888, -97.77533862894855 30.177683196822187, -97.77547262990583 30.177715196454145, -97.77553163020252 30.17772019669494, -97.77559062927934 30.17771119635401, -97.775620629884 30.177687196487785, -97.77563262954601 30.177660196745897, -97.77565462954803 30.17749719663057, -97.77567663023342 30.177417196315776, -97.77568962941645 30.177387196446645, -97.77571863013972 30.177354196610278, -97.77575862987858 30.17733219663597, -97.77584662922207 30.177313196675907, -97.77599063016362 30.1772931967547, -97.77611862965388 30.177282196274003, -97.77635362915684 30.177274197396013, -97.77640463031557 30.177281196732828, -97.77644862983553 30.17730219658936, -97.77648463062273 30.177333196886934, -97.77650362983833 30.17736919667714, -97.77650862957182 30.17741719663884, -97.77649963048297 30.177484197050884, -97.77643262934512 30.17768619670883, -97.77636062956446 30.1778771972725, -97.7763316293849 30.178001196187335, -97.77631163048522 30.178179196983372, -97.77628963080913 30.178289197141346, -97.7762826304941 30.1783441968018, -97.7762886300193 30.178403197183655, -97.7762576298984 30.178507196638297, -97.77639062917882 30.17863919748583, -97.77660662937444 30.178637197147513, -97.77672763011898 30.17874719654251, -97.77690563038733 30.178939197158922, -97.77692663002937 30.178963197062153, -97.77701263095462 30.17905519689957, -97.77708563021467 30.17911719721496, -97.7771966304285 30.179189197016857, -97.77732463056505 30.179254196608163, -97.77740763007351 30.179283197034582, -97.777515630624 30.179305196397376, -97.77746063089388 30.179392197153813, -97.77726663068562 30.179698196854154, -97.77698262971762 30.18014119799085, -97.77654263014279 30.180826196997586, -97.77603263012142 30.181618197625195, -97.77570263033758 30.181432196892047, -97.77564463035093 30.181416197518733, -97.77554363019107 30.18143719710111, -97.77542562953136 30.181453197296886, -97.77518562936699 30.181426198082917, -97.77493963005438 30.181353196901245, -97.77465862935554 30.181320197036733, -97.77442362904449 30.181304197352542, -97.7743466292008 30.181302197120374, -97.77422163037049 30.18128819734573, -97.77403462912474 30.18129819698229, -97.7736566298274 30.181336197299597, -97.77329862919541 30.181410197832413, -97.77296362968286 30.181506197806442, -97.77262162919948 30.181608197232602, -97.77253162867714 30.18161819761998, -97.77242462935017 30.181624198050464, -97.77194462876983 30.181522197499003, -97.77177462934966 30.18146419789102, -97.7716196285821 30.181368197901644, -97.77143362960352 30.181250197589165, -97.77114062923611 30.181149197509203, -97.76976062848084 30.180808197470018)))",484530024411014,2,1159,584,295,187,0,53,0,0,40,652,621,31,484530024411014,0,0,002427,48453002427,24.27,48453002427,48453002427,48453002427,Bluff Springs,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002427,14000US48453002427,8046,945,0.75,0.11744966443,4851,1912,962,1207,770,0.84,0.16,2188,481,0.22,2593,1329,1264,0.49,0.51,8260,5750,0.70,57867,156500,1239,Southeast,0.38
"MULTIPOLYGON (((-97.71310762000591 30.31434422559799, -97.7118516203212 30.31369622527797, -97.71241162026618 30.312795225258263, -97.71388862046649 30.313485225316906, -97.71507562221483 30.314013225728775, -97.71463562102828 30.31503022654797, -97.71310762000591 30.31434422559799)))",484530021052014,4,44,17,26,0,0,0,0,0,1,21,21,0,484530021052014,0,0,002105,48453002105,21.05,48453002105,48453002105,48453002105,Windsor Park West,Stable,YES,NO,Appreciated,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453002105,14000US48453002105,5090,1457,0.41,0.286247544204,3651,1053,771,790,1037,0.72,0.28,979,398,0.41,2099,324,1775,0.85,0.15,5215,4255,0.82,40445,327600,1081,North,0.31
"MULTIPOLYGON (((-97.67028161105128 30.323884229598654, -97.66953961038195 30.323355229219217, -97.66891461028531 30.32290122913633, -97.668827610026 30.322843229324153, -97.66776660911347 30.322032229624277, -97.66663560878735 30.32114522902397, -97.66617060938793 30.320747229155785, -97.6661681231984 30.320745094786837, -97.66627286001079 30.32057251570217, -97.66626514705423 30.320566021584632, -97.66626297895256 30.32056419522287, -97.6662600501017 30.320561669046338, -97.66547347760803 30.3198815102582, -97.66546164013005 30.31987127480093, -97.66542458095023 30.31983647200823, -97.66539161964513 30.31980551371314, -97.66527607441985 30.319694991091062, -97.66513947084384 30.31956078891276, -97.6650050353915 30.319424926250655, -97.66491186172925 30.319327756419074, -97.66485105796983 30.319264343504575, -97.66475260193016 30.319149534367387, -97.66466549484726 30.319047958981862, -97.66461282049225 30.318984448077746, -97.66454658909221 30.318904592027845, -97.66450985848822 30.318860303881305, -97.66435744737397 30.318670681810666, -97.6642082920064 30.318479117780356, -97.66419107143754 30.318455866383943, -97.66408030164746 30.318306298613727, -97.66403473521538 30.31824477536632, -97.66403106080593 30.318239840555663, -97.66396480901845 30.31815086903189, -97.6639197753962 30.318090393646372, -97.66380349912686 30.317926276821932, -97.66366706125268 30.317727716565283, -97.6634903988149 30.317460275121743, -97.66347465220998 30.317435602423966, -97.6634043488549 30.317325446343084, -97.66328348824875 30.317265835941647, -97.66327813515298 30.317263196036503, -97.66326501651491 30.317256730810776, -97.66325324703108 30.317250974063104, -97.66318180441517 30.31721605450902, -97.663069523795 30.317161178623557, -97.66305844320387 30.31715582331909, -97.66284547154436 30.31705292965574, -97.66283843787896 30.317049568929875, -97.66271286522026 30.316989586403, -97.66264888745194 30.316959034269544, -97.66254383160721 30.316908338362957, -97.66257660907299 30.316852227632126, -97.66269660810707 30.31663722736297, -97.66285960794947 30.316369227548748, -97.66302360886596 30.31610222836492, -97.66314060863931 30.316385227922865, -97.66315360808639 30.316432228273936, -97.66344860908272 30.317049228316513, -97.66358560908421 30.317307228115784, -97.66377160879448 30.317633227565114, -97.66424960941227 30.318344228898308, -97.66473060934226 30.31891822781615, -97.66566460863852 30.319823228443287, -97.66652960929164 30.320645228756113, -97.66662360911151 30.320735228157066, -97.66920661060016 30.322618229545782, -97.67024361002115 30.32335722906644, -97.67035761051771 30.323453229379663, -97.67047161077546 30.323548228867033, -97.67115861162613 30.32413322890703, -97.6715936109377 30.32446722987466, -97.67198061122293 30.324763229935563, -97.67222461144375 30.324975229833154, -97.67243661083889 30.3251092293896, -97.6721676109127 30.32520622972807, -97.67212661177804 30.325219228999565, -97.67182661083118 30.324987229654003, -97.67165961095372 30.324869229079134, -97.67141661027802 30.324698229425906, -97.67111861175268 30.324487229913906, -97.67028161105128 30.323884229598654)))",484530022011015,1,0,0,0,0,0,0,0,0,0,0,0,0,484530022011015,0,0,002201,48453002201,22.01,48453002201,48453002201,48453002201,Walnut Bend,Early: Type 1,YES,NO,Accelerating,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002201,14000US48453002201,2223,229,0.00,0.103013945119,1302,281,366,384,271,0.79,0.21,673,162,0.24,664,339,325,0.49,0.51,2030,1295,0.64,52667,215800,1383,Northeast,0.48
"MULTIPOLYGON (((-97.6974036198205 30.373248237745592, -97.69669661968774 30.372921237708127, -97.69691961970891 30.372570237492518, -97.69708461933385 30.37231223722344, -97.69714161976006 30.37225023844141, -97.69720361930196 30.372234237057324, -97.69727561909632 30.372250238347508, -97.69736361972157 30.372291237904886, -97.6978386190858 30.37256023778084, -97.698350619421 30.372860237466217, -97.69876862032072 30.373071237997785, -97.69920861998789 30.37327823757826, -97.69951862054424 30.37339223796144, -97.70009662063163 30.37362423790718, -97.7004326204087 30.373748238172535, -97.70050462107737 30.37381023786272, -97.70053062060235 30.373883237798367, -97.70052062112352 30.3739452381678, -97.70045862054387 30.37405323799318, -97.7001586196026 30.374522238142465, -97.69811061981333 30.37365923762136, -97.6974036198205 30.373248237745592)))",484530409002011,4,101,32,55,4,0,7,0,0,3,30,30,0,484530409002011,0,0,001822,48453001822,18.22,48453001822,48453001822,48453001822,Quail Creek,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001822,14000US48453001822,6800,1472,0.46,0.216470588235,4355,1475,1113,760,1007,0.77,0.23,2067,959,0.46,2490,658,1832,0.74,0.26,7290,5525,0.76,42439,190000,1069,North,0.29
"MULTIPOLYGON (((-97.70101262109132 30.37490123864619, -97.70179462178494 30.375284238049, -97.70090862090967 30.376536238902123, -97.70020362083065 30.37656023919024, -97.70026162052234 30.376093238542985, -97.70101262109132 30.37490123864619)))",484530408002016,4,32,8,19,1,0,0,0,0,4,14,14,0,484530408002016,0,0,001821,48453001821,18.21,48453001821,48453001821,48453001821,Kramer,Susceptible,YES,NO,Adjacent,Vulnerable,Vulnerable populations present; no significant demographic change; some areas are near high value and high appreciation areas,48453001821,14000US48453001821,5594,1758,0.41,0.314265284233,4053,1093,1095,876,989,0.76,0.24,1154,160,0.14,2029,885,1144,0.56,0.44,6225,3845,0.62,61098,233600,1170,North,0.23
"MULTIPOLYGON (((-97.78381163433039 30.229156206387046, -97.78392763409556 30.228979205931434, -97.78408463408469 30.228741206341244, -97.78438263480814 30.228807206302537, -97.78468663495794 30.22888520683752, -97.78493563414038 30.228956205656687, -97.78569763413222 30.22922420679688, -97.7854506348508 30.2296232066284, -97.78530763455159 30.22985420637081, -97.78381163433039 30.229156206387046)))",484530020072007,5,0,0,0,0,0,0,0,0,0,0,0,0,484530020072007,0,0,002005,48453002005,20.05,48453002005,48453002005,48453002005,South Lamar,Late,YES,YES,Appreciated,Active Displacement,Vulnerable populations present; active demographic change; accelerating or appreciating housing market,48453002005,14000US48453002005,5560,3174,0.00,0.570863309353,4353,637,303,1055,2358,0.46,0.54,642,248,0.39,2756,698,2058,0.75,0.25,4820,3160,0.66,110811,381100,1359,South,0.20
